1,සභාපති
2,ලේකම්
3,ප්‍රධාන කළමණාකරණ සේවා නිලධාරි
4,ප්‍රජා සංවර්ධන නිලධාරි
5,සංවර්ධන නිලධාරි
6,තාක්‍ෂණ නිලධාරි
7,කළමණාකරණ සේවා නිලධාරි
8,පුස්තකාලයාධිපති
9,ආදායම් පරීක්‍ෂක
10,පෙර පාසල් ගුරු
11,වැඩ ක්ෂේත්‍ර පරිපාලක
12,රියදුරු
13,ජල වෑද්දුම්කරු
14,විදුලි කාර්මික
15,ආදාහනාගාර ක්‍රියාකරු
16,කාර්යාල කාර්ය සහායක
17,මුරකරු
18,පුස්තකාල සහායක
19,ආදාහනාගාර සහායක
20,වැඩ ක්ෂේත්‍ර කම්කරු
21,කාර්යාල කම්කරු
22,පුස්තකාල කම්කරු
23,සෞඛ්‍ය කම්කරු
24,නගර ශාලා භාරකරු
